,Age,Income,No of Years,FreqBra,FreqATM,FreqPOS,FreqInt,cust_care_score,complaints_score,branches_score,exec_eff_score,prod_score,val_for_money_score,cluster,Age_bin,Income_bin,Bank,Gender,Most frequently used Bank,Location,Education,Employment Category,Changeplan,FromBank,ToBank
21422,25.5,25000.0,3.0,6.0,30.0,6.0,6.0,-37.0,-19.0,-55.0,0.0,-10.0,0.0,0,21-30,"Below N50,000",Bank J,Male,Bank F,Lagos,Secondary school leaving certificate,Self Employed,No,,
21423,25.5,25000.0,5.0,6.0,30.0,6.0,6.0,-19.0,-10.0,-18.0,0.0,-10.0,0.0,0,21-30,"Below N50,000",Bank F,Male,Bank F,Lagos,Secondary school leaving certificate,Self Employed,No,,
21425,25.5,25000.0,5.0,2.0,6.0,0.5,0.5,34.0,20.0,54.0,13.0,20.0,20.0,0,21-30,"Below N50,000",Bank J,Male,Bank J,Lagos,Bachelor's Decree,Unemployed,No,,
21426,33,75000.0,7.0,2.0,0.5,0.5,0.5,47.0,16.0,74.0,10.0,9.0,10.0,0,31-35,"N50,000 - N100,000",Bank C,Female,Bank C,Lagos,Master's Degree,Private Sector Employee,No,,
21427,25.5,25000.0,3.0,0.5,6.0,2.0,0.0,117.0,40.0,50.0,40.0,30.0,0.0,3,21-30,"Below N50,000",Bank B,Female,Bank B,Lagos,Secondary school leaving certificate,Private Sector Employee,No,,
21428,33,25000.0,8.0,6.0,6.0,0.5,0.0,49.0,39.0,79.0,24.0,17.0,16.0,3,31-35,"Below N50,000",Bank A,Female,Bank A,Lagos,No Response,Self Employed,No,,
21429,33,75000.0,9.0,2.0,6.0,0.5,0.0,88.0,54.0,90.0,37.0,40.0,20.0,3,31-35,"N50,000 - N100,000",Bank H,Female,Bank H,Lagos,Bachelor's Decree,Private Sector Employee,No,,
21431,25.5,25000.0,6.0,2.0,6.0,0.0,0.0,60.0,40.0,90.0,36.0,-1.0,10.0,3,21-30,"Below N50,000",Bank C,Female,Bank C,Lagos,Bachelor's Decree,Unemployed,No,,
21432,33,25000.0,10.0,6.0,6.0,0.0,0.0,0.0,-18.0,27.0,18.0,10.0,9.0,0,31-35,"Below N50,000",Bank L,Male,Bank L,Lagos,Secondary school leaving certificate,Self Employed,No,,
21433,25.5,25000.0,3.0,2.0,6.0,0.5,0.0,40.0,20.0,50.0,20.0,20.0,10.0,0,21-30,"Below N50,000",Bank E,Female,Bank E,Lagos,Secondary school leaving certificate,Student,No,,
21479,33,175000.0,3.0,0.5,0.5,0.5,30.0,11.0,14.0,33.0,16.0,5.0,0.0,1,31-35,"N101,000 - N250,000",Bank C,Female,Bank C,Lagos,Bachelor's Decree,Self Employed,No,,
21552,65,175000.0,25.0,6.0,6.0,6.0,30.0,46.0,36.0,28.0,20.0,1.0,10.0,2,Above 60,"N101,000 - N250,000",Bank I,Female,Bank I,Lagos,Secondary school leaving certificate,Retired,No,,
21561,38,25000.0,5.0,0.5,6.0,2.0,0.5,53.0,27.0,58.0,32.0,0.0,16.0,3,36-40,"Below N50,000",Bank H,Male,Bank D,Lagos,OND/HND,Unemployed,No,,
21562,38,25000.0,3.0,0.5,6.0,2.0,0.5,52.0,27.0,38.0,32.0,0.0,16.0,3,36-40,"Below N50,000",Bank D,Male,Bank D,Lagos,OND/HND,Unemployed,No,,
21570,65,375000.0,10.0,6.0,30.0,2.0,6.0,55.0,10.0,55.0,10.0,7.0,-6.0,2,Above 60,"N251,000 - N500,000",Bank B,Male,Bank C,Lagos,PHD,Retired,No,,
21571,65,375000.0,7.0,6.0,30.0,2.0,6.0,55.0,20.0,82.0,10.0,7.0,-6.0,2,Above 60,"N251,000 - N500,000",Bank C,Male,Bank C,Lagos,PHD,Retired,No,,
21573,38,75000.0,4.0,2.0,30.0,2.0,0.5,58.0,20.0,85.0,60.0,7.0,0.0,3,36-40,"N50,000 - N100,000",Bank D,Male,Bank J,Lagos,Bachelor's Decree,Private Sector Employee,No,,
21574,38,75000.0,3.0,2.0,30.0,2.0,0.5,58.0,10.0,67.0,60.0,7.0,0.0,3,36-40,"N50,000 - N100,000",Bank J,Male,Bank J,Lagos,Bachelor's Decree,Private Sector Employee,No,,
21643,65,375000.0,7.0,0.5,6.0,2.0,0.5,24.0,19.0,74.0,60.0,0.0,0.0,2,Above 60,"N251,000 - N500,000",Bank A,Male,Bank A,Lagos,PHD,Retired,No,,
21644,65,375000.0,10.0,0.5,6.0,2.0,0.5,24.0,19.0,74.0,60.0,0.0,0.0,2,Above 60,"N251,000 - N500,000",Bank C,Male,Bank A,Lagos,PHD,Retired,No,,
21647,65,175000.0,6.0,0.5,6.0,2.0,0.5,51.0,28.0,101.0,0.0,0.0,0.0,2,Above 60,"N101,000 - N250,000",Bank L,Female,Bank C,Lagos,Master's Degree,Retired,No,,
21648,65,175000.0,12.0,0.5,6.0,2.0,0.5,51.0,28.0,125.0,9.0,0.0,0.0,2,Above 60,"N101,000 - N250,000",Bank C,Female,Bank C,Lagos,Master's Degree,Retired,No,,
21719,65,375000.0,8.0,2.0,6.0,2.0,0.5,43.0,24.0,100.0,25.0,0.0,9.0,2,Above 60,"N251,000 - N500,000",Bank B,Male,Bank B,Lagos,PHD,Retired,No,,
21720,65,375000.0,12.0,2.0,6.0,2.0,0.5,43.0,24.0,137.0,25.0,0.0,9.0,2,Above 60,"N251,000 - N500,000",Bank C,Male,Bank B,Lagos,PHD,Retired,No,,
21721,65,375000.0,6.0,2.0,6.0,2.0,0.5,43.0,24.0,127.0,16.0,0.0,9.0,2,Above 60,"N251,000 - N500,000",Bank H,Male,Bank B,Lagos,PHD,Retired,No,,
21759,25.5,175000.0,1.0,0.5,6.0,6.0,30.0,27.0,25.0,63.0,15.0,-16.0,-20.0,1,21-30,"N101,000 - N250,000",Bank D,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
21760,25.5,175000.0,4.0,0.5,6.0,6.0,30.0,63.0,33.0,54.0,15.0,-16.0,-20.0,1,21-30,"N101,000 - N250,000",Bank J,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
21761,25.5,175000.0,7.0,0.5,6.0,6.0,30.0,-1.0,17.0,46.0,16.0,-16.0,-20.0,1,21-30,"N101,000 - N250,000",Bank G,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
21762,25.5,175000.0,7.0,0.5,6.0,6.0,30.0,52.0,42.0,24.0,23.0,-16.0,-30.0,1,21-30,"N101,000 - N250,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
21803,33,175000.0,5.0,0.5,2.0,2.0,0.5,16.0,0.0,-6.0,12.0,11.0,5.0,0,31-35,"N101,000 - N250,000",Bank K,Female,Bank B,Lagos,OND/HND,Private Sector Employee,No,,
21804,33,175000.0,7.0,0.5,2.0,2.0,0.5,16.0,20.0,5.0,24.0,11.0,5.0,0,31-35,"N101,000 - N250,000",Bank B,Female,Bank B,Lagos,OND/HND,Private Sector Employee,No,,
21805,33,175000.0,12.0,0.5,2.0,2.0,0.5,11.0,20.0,-2.0,24.0,11.0,5.0,0,31-35,"N101,000 - N250,000",Bank A,Female,Bank B,Lagos,OND/HND,Private Sector Employee,No,,
21806,25.5,175000.0,10.0,6.0,30.0,0.5,0.0,24.0,12.0,52.0,10.0,11.0,6.0,0,21-30,"N101,000 - N250,000",Bank D,Male,Bank D,Lagos,OND/HND,Private Sector Employee,No,,
21807,25.5,175000.0,15.0,6.0,30.0,0.5,0.0,12.0,12.0,36.0,10.0,11.0,6.0,0,21-30,"N101,000 - N250,000",Bank P,Male,Bank D,Lagos,OND/HND,Private Sector Employee,No,,
21808,38,75000.0,1.0,0.5,6.0,0.0,0.0,22.0,12.0,34.0,14.0,14.0,5.0,0,36-40,"N50,000 - N100,000",Bank G,Female,Bank B,Lagos,Bachelor's Decree,Civil/Public Servant,Yes,Bank F,Bank B
21809,38,75000.0,10.0,0.5,6.0,0.0,0.0,22.0,12.0,34.0,14.0,14.0,5.0,0,36-40,"N50,000 - N100,000",Bank B,Female,Bank B,Lagos,Bachelor's Decree,Civil/Public Servant,Yes,Bank F,Bank B
21810,38,75000.0,7.0,0.5,6.0,0.0,0.0,22.0,12.0,34.0,14.0,14.0,5.0,0,36-40,"N50,000 - N100,000",Bank F,Female,Bank B,Lagos,Bachelor's Decree,Civil/Public Servant,Yes,Bank F,Bank B
21813,25.5,25000.0,7.0,0.5,0.5,0.5,0.5,5.0,0.0,25.0,10.0,25.0,5.0,0,21-30,"Below N50,000",Bank C,Male,Bank C,Lagos,Bachelor's Decree,Student,No,,
21814,50.5,175000.0,20.0,30.0,6.0,0.0,0.0,4.0,12.0,11.0,24.0,0.0,8.0,2,41-60,"N101,000 - N250,000",Bank B,Male,Bank B,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
21815,50.5,175000.0,2.0,30.0,6.0,0.0,0.0,11.0,0.0,11.0,24.0,16.0,8.0,0,41-60,"N101,000 - N250,000",Bank C,Male,Bank B,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
21816,50.5,175000.0,20.0,30.0,6.0,0.0,0.0,6.0,0.0,-23.0,24.0,16.0,8.0,2,41-60,"N101,000 - N250,000",Bank A,Male,Bank B,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
21821,25.5,75000.0,10.0,0.5,2.0,0.0,0.0,0.0,10.0,19.0,12.0,13.0,7.0,0,21-30,"N50,000 - N100,000",Bank B,Female,Bank A,Lagos,OND/HND,Civil/Public Servant,No,,
21822,25.5,75000.0,1.0,0.5,2.0,0.0,0.0,0.0,10.0,13.0,12.0,13.0,7.0,0,21-30,"N50,000 - N100,000",Bank C,Female,Bank A,Lagos,OND/HND,Civil/Public Servant,No,,
21823,25.5,75000.0,33.0,0.5,2.0,0.0,0.0,10.0,10.0,23.0,12.0,13.0,7.0,2,21-30,"N50,000 - N100,000",Bank A,Female,Bank A,Lagos,OND/HND,Civil/Public Servant,No,,
21828,25.5,25000.0,2.0,0.5,30.0,0.5,30.0,0.0,5.0,60.0,14.0,21.0,7.0,1,21-30,"Below N50,000",Bank G,Female,Bank G,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
21829,25.5,25000.0,2.0,0.5,30.0,0.5,30.0,26.0,13.0,42.0,14.0,28.0,7.0,1,21-30,"Below N50,000",Bank B,Female,Bank G,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
21830,38,75000.0,7.0,2.0,2.0,0.0,0.0,17.0,7.0,-22.0,14.0,15.0,6.0,0,36-40,"N50,000 - N100,000",Bank B,Female,Bank B,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
21831,38,75000.0,2.0,2.0,2.0,0.0,0.0,17.0,7.0,-28.0,14.0,15.0,6.0,0,36-40,"N50,000 - N100,000",Bank C,Female,Bank B,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
21832,38,75000.0,6.0,2.0,2.0,0.0,0.0,17.0,7.0,-28.0,14.0,15.0,6.0,0,36-40,"N50,000 - N100,000",Bank A,Female,Bank B,Lagos,Bachelor's Decree,Civil/Public Servant,No,,
21841,38,25000.0,1.0,2.0,2.0,0.0,0.0,8.0,0.0,44.0,0.0,5.0,4.0,0,36-40,"Below N50,000",Bank E,Female,Bank E,Lagos,OND/HND,Self Employed,No,,
21842,50.5,750000.0,1.0,2.0,2.0,0.5,0.5,52.0,16.0,48.0,20.0,16.0,8.0,2,41-60,"N501,000 - N1 Million",Bank D,Female,,Lagos,PHD,Self Employed,No,,
21843,25.5,75000.0,5.0,30.0,30.0,0.5,0.0,24.0,12.0,74.0,18.0,-1.0,5.0,0,21-30,"N50,000 - N100,000",Bank D,Male,Bank D,Lagos,OND/HND,Private Sector Employee,No,,
21844,25.5,75000.0,2.0,30.0,30.0,0.5,0.0,12.0,0.0,26.0,18.0,6.0,5.0,0,21-30,"N50,000 - N100,000",Bank N,Male,Bank D,Lagos,OND/HND,Private Sector Employee,No,,
21845,33,25000.0,2.0,2.0,6.0,0.0,0.0,21.0,-10.0,0.0,0.0,4.0,4.0,0,31-35,"Below N50,000",Bank D,Female,Bank D,Lagos,Secondary school leaving certificate,Private Sector Employee,No,,
21846,33,25000.0,3.0,2.0,6.0,0.0,0.0,21.0,10.0,0.0,0.0,4.0,4.0,0,31-35,"Below N50,000",Bank B,Female,Bank D,Lagos,Secondary school leaving certificate,Private Sector Employee,No,,
21847,25.5,25000.0,2.0,0.5,2.0,0.5,0.5,-4.0,14.0,-2.0,18.0,0.0,6.0,0,21-30,"Below N50,000",Bank F,Female,Bank F,Lagos,Bachelor's Decree,Student,No,,
21848,25.5,25000.0,3.0,0.5,2.0,0.5,0.5,-16.0,14.0,-3.0,18.0,0.0,6.0,0,21-30,"Below N50,000",Bank C,Female,Bank F,Lagos,Bachelor's Decree,Student,No,,
21849,25.5,25000.0,4.0,2.0,2.0,0.5,0.5,30.0,34.0,104.0,0.0,21.0,8.0,0,21-30,"Below N50,000",Bank D,Female,Bank D,Lagos,OND/HND,Student,No,,
21850,25.5,25000.0,3.0,2.0,2.0,0.5,0.5,-6.0,25.0,19.0,0.0,0.0,8.0,0,21-30,"Below N50,000",Bank C,Female,Bank D,Lagos,OND/HND,Student,No,,
21851,25.5,25000.0,1.0,2.0,2.0,0.5,0.5,30.0,34.0,38.0,50.0,21.0,8.0,3,21-30,"Below N50,000",Bank E,Female,Bank D,Lagos,OND/HND,Student,No,,
21854,25.5,25000.0,4.0,6.0,6.0,0.5,0.0,9.0,10.0,2.0,10.0,5.0,5.0,0,21-30,"Below N50,000",Bank D,Female,Bank D,Lagos,OND/HND,Self Employed,No,,
21855,25.5,25000.0,10.0,6.0,6.0,0.5,0.0,4.0,10.0,28.0,10.0,5.0,5.0,0,21-30,"Below N50,000",Bank G,Female,Bank D,Lagos,OND/HND,Self Employed,No,,
21859,33,175000.0,14.0,6.0,6.0,0.5,2.0,19.0,12.0,32.0,12.0,11.0,5.0,0,31-35,"N101,000 - N250,000",Bank H,Male,Bank H,Lagos,Bachelor's Decree,Self Employed,No,,
21860,33,175000.0,1.0,6.0,6.0,0.5,2.0,6.0,-18.0,20.0,12.0,11.0,5.0,0,31-35,"N101,000 - N250,000",Bank D,Male,Bank H,Lagos,Bachelor's Decree,Self Employed,No,,
21861,33,175000.0,4.0,6.0,6.0,0.5,2.0,19.0,12.0,22.0,12.0,11.0,5.0,0,31-35,"N101,000 - N250,000",Bank C,Male,Bank H,Lagos,Bachelor's Decree,Self Employed,No,,
21862,33,175000.0,5.0,6.0,6.0,0.5,2.0,19.0,12.0,10.0,12.0,11.0,5.0,0,31-35,"N101,000 - N250,000",Bank K,Male,Bank H,Lagos,Bachelor's Decree,Self Employed,No,,
21863,25.5,75000.0,5.0,30.0,6.0,0.5,30.0,68.0,32.0,32.0,17.0,36.0,18.0,1,21-30,"N50,000 - N100,000",Bank C,Male,Bank C,Lagos,OND/HND,Private Sector Employee,No,,
21866,38,175000.0,3.0,6.0,30.0,0.5,0.0,56.0,0.0,-20.0,-20.0,-30.0,-30.0,0,36-40,"N101,000 - N250,000",Bank D,Male,Bank D,Lagos,Master's Degree,Private Sector Employee,Yes,Bank P,Bank N
21867,38,175000.0,19.0,6.0,30.0,0.5,0.0,65.0,10.0,10.0,0.0,-30.0,-30.0,0,36-40,"N101,000 - N250,000",Bank P,Male,Bank D,Lagos,Master's Degree,Private Sector Employee,Yes,Bank P,Bank N
21868,33,75000.0,8.0,6.0,6.0,0.5,0.0,62.0,50.0,71.0,40.0,0.0,10.0,3,31-35,"N50,000 - N100,000",Bank H,Male,Bank L,Lagos,Secondary school leaving certificate,Private Sector Employee,Yes,Bank L,Bank N
21869,33,75000.0,13.0,6.0,6.0,0.5,0.0,30.0,30.0,7.0,20.0,-10.0,10.0,0,31-35,"N50,000 - N100,000",Bank C,Male,Bank L,Lagos,Secondary school leaving certificate,Private Sector Employee,Yes,Bank L,Bank N
21870,25.5,25000.0,2.0,0.5,6.0,0.0,0.0,62.0,40.0,12.0,10.0,10.0,10.0,0,21-30,"Below N50,000",Bank D,Male,Bank D,Lagos,OND/HND,Self Employed,No,,
21871,25.5,75000.0,5.0,0.5,30.0,6.0,30.0,-2.0,16.0,60.0,20.0,14.0,10.0,1,21-30,"N50,000 - N100,000",Bank N,Male,Bank N,Lagos,Bachelor's Decree,Private Sector Employee,No,,
21872,25.5,75000.0,7.0,0.5,30.0,6.0,30.0,14.0,16.0,42.0,20.0,14.0,10.0,1,21-30,"N50,000 - N100,000",Bank A,Male,Bank N,Lagos,Bachelor's Decree,Private Sector Employee,No,,
21873,25.5,75000.0,5.0,0.5,30.0,6.0,30.0,14.0,16.0,50.0,20.0,14.0,10.0,1,21-30,"N50,000 - N100,000",Bank B,Male,Bank N,Lagos,Bachelor's Decree,Private Sector Employee,No,,
21874,50.5,75000.0,7.0,0.5,0.5,0.5,0.5,47.0,4.0,37.0,14.0,7.0,7.0,0,41-60,"N50,000 - N100,000",Bank H,Male,Bank H,Lagos,OND/HND,Self Employed,No,,
21875,50.5,75000.0,1.0,0.5,0.5,0.5,0.5,38.0,4.0,37.0,14.0,7.0,7.0,0,41-60,"N50,000 - N100,000",Bank D,Male,Bank H,Lagos,OND/HND,Self Employed,No,,
21876,50.5,75000.0,10.0,0.5,0.5,0.5,0.5,38.0,4.0,37.0,14.0,7.0,7.0,2,41-60,"N50,000 - N100,000",Bank L,Male,Bank H,Lagos,OND/HND,Self Employed,No,,
21877,50.5,75000.0,10.0,0.5,0.5,0.5,0.5,47.0,4.0,37.0,14.0,7.0,7.0,2,41-60,"N50,000 - N100,000",Bank K,Male,Bank H,Lagos,OND/HND,Self Employed,No,,
21878,25.5,25000.0,8.0,0.5,0.5,0.0,0.0,25.0,16.0,28.0,-2.0,-2.0,10.0,0,21-30,"Below N50,000",Bank B,Female,Bank A,Lagos,Bachelor's Decree,Unemployed,No,,
21879,25.5,25000.0,1.0,0.5,0.5,0.0,0.0,25.0,16.0,46.0,28.0,18.0,10.0,0,21-30,"Below N50,000",Bank F,Female,Bank A,Lagos,Bachelor's Decree,Unemployed,No,,
21880,25.5,25000.0,2.0,0.5,0.5,0.0,0.0,25.0,16.0,61.0,18.0,18.0,10.0,0,21-30,"Below N50,000",Bank A,Female,Bank A,Lagos,Bachelor's Decree,Unemployed,No,,
21881,25.5,25000.0,4.0,0.5,0.5,0.0,0.0,15.0,10.0,15.0,0.0,5.0,5.0,0,21-30,"Below N50,000",Bank D,Female,Bank D,Lagos,Secondary school leaving certificate,Student,No,,
21882,33,75000.0,8.0,6.0,6.0,0.0,0.0,16.0,8.0,24.0,10.0,10.0,5.0,0,31-35,"N50,000 - N100,000",Bank D,Female,Bank D,Lagos,Secondary school leaving certificate,Self Employed,No,,
21885,50.5,75000.0,9.0,30.0,30.0,0.0,0.0,33.0,20.0,108.0,20.0,30.0,-10.0,2,41-60,"N50,000 - N100,000",Bank D,Male,Bank D,Lagos,Bachelor's Decree,Self Employed,No,,
21886,50.5,75000.0,5.0,30.0,30.0,0.0,0.0,39.0,40.0,118.0,20.0,40.0,-10.0,2,41-60,"N50,000 - N100,000",Bank L,Male,Bank D,Lagos,Bachelor's Decree,Self Employed,No,,
21887,33,75000.0,6.0,6.0,2.0,0.0,0.0,13.0,12.0,38.0,16.0,13.0,4.0,0,31-35,"N50,000 - N100,000",Bank D,Male,Bank D,Lagos,Secondary school leaving certificate,Civil/Public Servant,No,,
21888,33,75000.0,8.0,6.0,2.0,0.0,0.0,13.0,12.0,38.0,16.0,13.0,4.0,0,31-35,"N50,000 - N100,000",Bank G,Male,Bank D,Lagos,Secondary school leaving certificate,Civil/Public Servant,No,,
21889,33,75000.0,3.0,6.0,2.0,0.0,0.0,13.0,12.0,38.0,16.0,13.0,4.0,0,31-35,"N50,000 - N100,000",Bank B,Male,Bank D,Lagos,Secondary school leaving certificate,Civil/Public Servant,No,,
21890,33,75000.0,3.0,6.0,2.0,0.0,0.0,15.0,12.0,38.0,16.0,13.0,4.0,0,31-35,"N50,000 - N100,000",Bank C,Male,Bank D,Lagos,Secondary school leaving certificate,Civil/Public Servant,No,,
21891,38,75000.0,1.0,0.5,6.0,0.0,0.0,12.0,12.0,36.0,18.0,15.0,8.0,0,36-40,"N50,000 - N100,000",Bank H,Male,Bank D,Lagos,Secondary school leaving certificate,Self Employed,No,,
21892,38,75000.0,10.0,0.5,6.0,0.0,0.0,12.0,12.0,36.0,-2.0,15.0,8.0,0,36-40,"N50,000 - N100,000",Bank D,Male,Bank D,Lagos,Secondary school leaving certificate,Self Employed,No,,
21893,38,25000.0,21.0,0.5,30.0,0.0,0.0,36.0,20.0,45.0,16.0,21.0,7.0,2,36-40,"Below N50,000",Bank I,Male,Bank N,Lagos,Secondary school leaving certificate,Self Employed,No,,
21894,38,25000.0,4.0,0.5,30.0,0.0,0.0,36.0,20.0,45.0,16.0,21.0,7.0,0,36-40,"Below N50,000",Bank N,Male,Bank N,Lagos,Secondary school leaving certificate,Self Employed,No,,
21895,50.5,25000.0,6.0,0.5,0.5,0.5,0.0,20.0,20.0,41.0,20.0,-1.0,8.0,0,41-60,"Below N50,000",Bank D,Female,Bank D,Lagos,Secondary school leaving certificate,Self Employed,No,,
21897,25.5,75000.0,8.0,6.0,2.0,6.0,0.0,10.0,7.0,1.0,5.0,-6.0,2.0,0,21-30,"N50,000 - N100,000",Bank D,Male,,Lagos,OND/HND,Student,No,,
21898,38,175000.0,10.0,6.0,6.0,2.0,0.0,-7.0,12.0,18.0,12.0,-1.0,4.0,0,36-40,"N101,000 - N250,000",Bank D,Male,Bank C,Lagos,OND/HND,Private Sector Employee,No,,
21899,38,175000.0,10.0,6.0,6.0,2.0,0.0,17.0,12.0,18.0,12.0,-1.0,4.0,0,36-40,"N101,000 - N250,000",Bank C,Male,Bank C,Lagos,OND/HND,Private Sector Employee,No,,
21900,50.5,75000.0,20.0,2.0,30.0,0.0,0.0,17.0,12.0,32.0,12.0,12.0,6.0,2,41-60,"N50,000 - N100,000",Bank L,Male,Bank L,Lagos,Secondary school leaving certificate,Private Sector Employee,No,,
21901,50.5,75000.0,10.0,2.0,30.0,0.0,0.0,17.0,12.0,11.0,12.0,12.0,6.0,2,41-60,"N50,000 - N100,000",Bank N,Male,Bank L,Lagos,Secondary school leaving certificate,Private Sector Employee,No,,
21904,38,25000.0,5.0,0.5,6.0,0.0,0.0,9.0,12.0,31.0,12.0,10.0,6.0,0,36-40,"Below N50,000",Bank D,Female,Bank D,Lagos,Secondary school leaving certificate,Self Employed,No,,
21907,33,25000.0,9.0,0.5,6.0,0.5,0.0,16.0,16.0,25.0,14.0,-1.0,0.0,0,31-35,"Below N50,000",Bank B,Male,Bank F,Lagos,OND/HND,Civil/Public Servant,No,,
21908,33,25000.0,7.0,0.5,6.0,0.5,0.0,16.0,16.0,35.0,14.0,-1.0,0.0,0,31-35,"Below N50,000",Bank F,Male,Bank F,Lagos,OND/HND,Civil/Public Servant,No,,
21909,38,75000.0,1.0,2.0,0.5,0.0,0.0,23.0,12.0,41.0,14.0,14.0,7.0,0,36-40,"N50,000 - N100,000",Bank D,Male,Bank B,Lagos,Bachelor's Decree,Self Employed,No,,
21910,38,75000.0,8.0,2.0,0.5,0.0,0.0,17.0,12.0,34.0,14.0,14.0,7.0,0,36-40,"N50,000 - N100,000",Bank B,Male,Bank B,Lagos,Bachelor's Decree,Self Employed,No,,
21911,38,75000.0,1.0,2.0,0.5,0.0,0.0,23.0,12.0,27.0,14.0,14.0,7.0,0,36-40,"N50,000 - N100,000",Bank C,Male,Bank B,Lagos,Bachelor's Decree,Self Employed,No,,
21912,50.5,175000.0,3.0,0.5,6.0,0.0,0.0,30.0,24.0,72.0,14.0,14.0,7.0,0,41-60,"N101,000 - N250,000",Bank C,Male,Bank I,Lagos,Master's Degree,Civil/Public Servant,No,,
21913,50.5,175000.0,20.0,0.5,6.0,0.0,0.0,-6.0,16.0,8.0,14.0,0.0,-7.0,2,41-60,"N101,000 - N250,000",Bank I,Male,Bank I,Lagos,Master's Degree,Civil/Public Servant,No,,
21914,50.5,75000.0,6.0,0.5,6.0,0.0,0.0,39.0,16.0,45.0,27.0,21.0,18.0,2,41-60,"N50,000 - N100,000",Bank B,Male,Bank A,Lagos,Master's Degree,Civil/Public Servant,No,,
21915,50.5,75000.0,1.0,0.5,6.0,0.0,0.0,0.0,0.0,52.0,27.0,1.0,18.0,0,41-60,"N50,000 - N100,000",Bank C,Male,Bank A,Lagos,Master's Degree,Civil/Public Servant,No,,
21916,50.5,75000.0,15.0,0.5,6.0,0.0,0.0,47.0,24.0,40.0,27.0,1.0,18.0,2,41-60,"N50,000 - N100,000",Bank A,Male,Bank A,Lagos,Master's Degree,Civil/Public Servant,No,,
21917,50.5,75000.0,32.0,2.0,2.0,0.0,0.0,21.0,0.0,21.0,14.0,13.0,6.0,2,41-60,"N50,000 - N100,000",Bank A,Female,Bank A,Lagos,Secondary school leaving certificate,Civil/Public Servant,No,,
21918,25.5,25000.0,8.0,0.5,2.0,0.0,0.0,20.0,17.0,24.0,12.0,13.0,6.0,0,21-30,"Below N50,000",Bank A,Female,,Lagos,OND/HND,Self Employed,No,,
21923,33,25000.0,2.0,6.0,6.0,0.0,0.0,15.0,10.0,47.0,12.0,12.0,-6.0,0,31-35,"Below N50,000",Bank D,Female,,Lagos,OND/HND,Private Sector Employee,No,,
21924,33,25000.0,5.0,6.0,6.0,0.0,0.0,20.0,10.0,47.0,0.0,12.0,-6.0,0,31-35,"Below N50,000",Bank G,Female,,Lagos,OND/HND,Private Sector Employee,No,,
21925,33,25000.0,2.0,6.0,6.0,0.0,0.0,15.0,10.0,27.0,12.0,12.0,6.0,0,31-35,"Below N50,000",Bank C,Female,,Lagos,OND/HND,Private Sector Employee,No,,
21926,33,25000.0,2.0,6.0,6.0,0.0,0.0,10.0,10.0,17.0,12.0,12.0,-6.0,0,31-35,"Below N50,000",Bank N,Female,,Lagos,OND/HND,Private Sector Employee,No,,
21927,50.5,75000.0,9.0,6.0,6.0,6.0,0.5,12.0,11.0,30.0,20.0,-2.0,10.0,2,41-60,"N50,000 - N100,000",Bank H,Female,Bank H,Lagos,OND/HND,Self Employed,Yes,Bank L,Bank N
21928,25.5,75000.0,9.0,2.0,6.0,0.5,0.5,40.0,40.0,140.0,9.0,30.0,7.0,3,21-30,"N50,000 - N100,000",Bank H,Female,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
21929,25.5,75000.0,7.0,2.0,6.0,0.5,0.5,0.0,20.0,130.0,5.0,0.0,7.0,0,21-30,"N50,000 - N100,000",Bank D,Female,Bank C,Lagos,Bachelor's Decree,Private Sector Employee,No,,
21931,25.5,25000.0,8.0,0.5,2.0,0.0,0.0,6.0,16.0,53.0,0.0,-1.0,8.0,0,21-30,"Below N50,000",Bank A,Female,Bank A,Lagos,Bachelor's Decree,Student,No,,
21934,33,75000.0,3.0,30.0,6.0,0.0,0.0,16.0,8.0,24.0,12.0,10.0,5.0,0,31-35,"N50,000 - N100,000",Bank F,Male,Bank N,Lagos,OND/HND,Civil/Public Servant,No,,
21935,33,75000.0,1.0,30.0,6.0,0.0,0.0,12.0,0.0,16.0,0.0,10.0,5.0,0,31-35,"N50,000 - N100,000",Bank N,Male,Bank N,Lagos,OND/HND,Civil/Public Servant,No,,
21936,33,75000.0,12.0,30.0,6.0,0.0,0.0,16.0,8.0,24.0,12.0,10.0,5.0,0,31-35,"N50,000 - N100,000",Bank B,Male,Bank N,Lagos,OND/HND,Civil/Public Servant,No,,
21938,38,175000.0,2.0,2.0,6.0,0.5,0.0,16.0,8.0,26.0,10.0,10.0,5.0,0,36-40,"N101,000 - N250,000",Bank E,Male,Bank I,Lagos,OND/HND,Civil/Public Servant,No,,
